id,time,possibility,possibility_Rank
2503,60,0.10264899214415298,3
2504,60,0.047199178834480715,5
2505,60,0.03887867398448285,6
2506,60,4.1509656186988106e-05,2
2507,60,0.9999999999999999,1
2508,60,0.09695525662475861,4
2509,60,0.1013179718091716,3
2510,60,0.3696272296066443,1
2511,60,0.10817042566610342,4
2512,60,0.000499900438401195,4
2513,60,0.06429207554082318,3
2514,60,0.02260376537916075,2
2515,60,0.50993847608183,1
2516,60,0.0,6
2517,60,0.6087857811001933,1
2518,60,0.4875520784017744,1
2519,60,0.0017621815917920878,10
2520,60,0.051747074029835055,3
2521,60,0.0,5
2522,60,0.11745691314208617,3
2523,60,2.0617666109364776e-06,13
2524,60,0.011765128307130638,13
2525,60,0.06183707613672378,8
2526,60,0.03707454180677465,6
2527,60,0.44878159597584305,2
2528,60,0.03386717484874112,7
2529,60,0.01353825477317688,9
2530,60,0.6611475578792071,1
2531,60,0.21877158384043455,1
2532,60,0.0,8
2533,60,0.13119278291676584,3
2534,60,0.5906149854968807,1
2535,60,0.10385657276988694,2
2536,60,0.9268358558416044,1
2537,60,0.04273214051536138,5
2538,60,0.5652349728853902,1
2539,60,0.15107498544533562,3
2540,60,0.015941810150253137,9
2541,60,0.018597945648747803,3
2542,60,0.11287050498591406,2
2543,60,0.9243103795877727,1
2544,60,1.2487511438638507e-05,2
2545,60,0.016084520140329354,7
2546,60,0.04144134547855138,8
2547,60,0.05336971734570033,4
2548,60,0.10293770618697735,4
2549,60,0.7010956327289707,1
2550,60,0.013108753424457347,7
2551,60,0.005058547543794894,4
2552,60,0.17041713748030796,2
2553,60,0.4119417466073957,1
2554,60,0.03616311464607404,4
2555,60,0.4975836943936242,1
2556,60,0.9999999999999997,1
2557,60,0.005585286408860044,11
2558,60,0.06217075532366832,5
2559,60,0.0,10
2560,60,0.26092107763200423,2
2561,60,0.04197454337358584,9
2562,60,0.020773340115105766,10
2563,60,0.7183359990833392,1
2564,60,0.2569346374887537,2
2565,60,0.6964135864388118,1
2566,60,0.005499524597104074,8
2567,60,0.9996618997323059,1
2568,60,0.01,2
2569,60,0.07365773005016171,5
2570,60,0.007012106368443467,8
2571,60,0.14863698914501972,3
2572,60,0.024043310391435146,5
2573,60,0.021535334342371357,2
2574,60,0.06022763294529769,6
2575,60,0.9970030546453681,1
2576,60,0.013491438761044767,8
2577,60,0.02357905483462761,2
2578,60,0.06173437576786067,5
2579,60,0.019669899632333787,7
2580,60,0.06310565090156002,4
2581,60,0.01593263489721307,11
2582,60,0.11001667619547954,3
2583,60,0.24831618576286332,2
2584,60,0.02548700029004993,10
2585,60,1.0,1
2586,60,0.03345445562631015,9
2587,60,0.17132245460474815,3
2588,60,0.4451520213558197,1
2589,60,0.15713078695177318,3
2590,60,0.07951983375330716,5
2591,60,0.02594325070997926,8
2592,60,0.017302729766582033,4
2593,60,0.01814224775251541,4
2594,60,0.5070060736539307,1
2595,60,0.1227215175561809,3
2596,60,0.011449906752599767,13
2597,60,0.1178186491014932,4
2598,60,0.2270787450167592,2
2599,60,0.048010460851691264,5
2600,60,0.10003344162853663,2
2601,60,0.009938530744096183,5
2602,60,0.01371844764986096,5
2603,60,0.06292913054020764,5
2604,60,0.0653801788081057,4
2605,60,0.039688911168437827,9
2607,60,0.03647598494333565,8
2608,60,0.013661273715328274,12
2609,60,0.030832099597036804,7
2610,60,0.16708582905590827,2
2611,60,0.03416279023103821,10
2612,60,0.2883520537865983,1
2613,60,0.006805209300690272,5
2614,60,0.0,9
2615,60,0.0406776644179383,7
2616,90,0.17265161058741305,3
2617,90,0.005697393334236953,7
2618,90,0.29452657533103643,2
2620,90,0.23339033074420684,2
2621,90,0.22066641063903056,2
2622,90,0.2178573483878763,3
2623,90,0.27995599280198846,2
2624,90,0.06379003854778607,5
2625,90,0.14775418936000223,3
2626,90,0.07667624539341575,6
2628,90,0.5781557682835288,1
2629,90,0.08226532392101918,3
2630,90,0.10434133367794887,4
2633,90,0.9728267639765733,1
2634,90,0.026882021799057625,8
2635,90,0.006380745439230899,7
2636,90,0.9300646786580493,1
2637,90,0.012252107889823045,11
2638,90,0.3393327977249146,1
2639,90,0.0,8
2640,90,0.010859145138107545,8
2641,90,0.29147133073615644,2
2642,90,0.0,6
2643,90,0.016693054569483886,2
2644,90,0.01575570350986568,10
2645,90,0.007723633894475349,13
2646,90,0.0,5
2647,90,0.0,3
2648,90,0.15862481925187755,2
2649,90,0.07779058105586789,5
2650,90,0.017207579398672356,8
2651,90,0.30036380049366146,2
2652,90,0.9873414745353177,1
2653,90,0.24336756295161213,3
2654,90,0.0,4
2655,90,1.0,1
2656,90,0.010467230224795326,5
2658,90,0.5464710673276688,1
2659,90,0.0,6
2660,90,0.010330213268494972,10
2661,90,0.007530289865810296,6
2662,90,0.04372572923191987,7
2663,90,0.18667572605286686,2
2664,90,0.09531232582937874,4
2665,90,0.09435110796757062,4
2666,90,0.27422251031079775,1
2667,90,0.34283979189339686,1
2668,90,0.034472005441135115,5
2669,90,0.10959283827734023,5
2670,90,0.46563980491441226,2
2671,90,0.007688470464178495,8
2672,90,0.010944166139840783,10
2673,90,0.011519834147012681,12
2674,90,0.00961019670246446,7
2675,90,0.009849311063166355,17
2676,90,0.1316710069283923,2
2677,90,0.03180473791959614,5
2678,90,1.0,1
2679,90,0.01,5
2680,90,0.03,5
2681,90,0.29408293578109146,1
2682,90,0.04944576122622681,4
2683,90,0.09862771257355567,2
2684,90,0.0,4
2685,90,0.040099659754798046,4
2686,90,0.07776792115861929,5
2687,90,0.3861846494012457,1
2688,90,0.40672815494174713,1
2689,90,0.02061144194312999,4
2690,90,0.9952083030922849,1
2691,90,0.13999999999999999,4
2692,90,0.02547378024464575,10
2693,90,0.0025377999144872198,4
2694,90,1.5652199380586306e-05,10
2695,90,0.010166036999632541,9
2696,90,0.1578003765416283,3
2697,90,0.9020982633400234,1
2698,90,0.8542728311530653,1
2699,90,0.05802236131615443,4
2700,90,0.6623215356542798,1
2701,90,0.2896529710723013,2
2702,90,0.0,5
2703,90,0.015475709181773233,3
2704,90,0.9915964090270224,1
2705,90,0.25296555037777774,2
2707,90,1.0,1
2708,90,0.010261340418729826,8
2709,90,0.46887128906731457,1
2710,90,0.0,5
2711,90,0.2725582148064965,2
2712,90,0.5218949646134284,1
2713,90,0.1564512335707385,3
2714,90,0.00930410577332937,8
2715,90,0.03266433854314368,2
2716,90,0.007864241896154789,19
2717,90,0.01519295456771468,15
2718,90,0.9900000000000007,1
2719,90,0.03620465780649484,5
2720,90,0.9999999999999998,1
2721,90,0.05102587241965679,7
2722,90,0.0,9
2723,90,0.06729401467099255,2
2724,90,0.0,4
2725,90,0.06449828995065528,6
2726,90,0.500211238882148,1
2727,90,0.03853328797792821,3
2728,90,0.027360499290382267,8
2729,90,0.007324788182527974,5
2730,90,0.04029104503404804,5
2731,90,0.21998144217214968,2
2732,90,0.07441854343495129,3
2733,90,0.09776737823900289,5
2734,90,0.5422482153538619,1
2735,90,0.21460744590537956,2
2736,90,0.2169224806117558,2
2737,90,0.026011814447156764,7
2738,90,0.017871381031362453,5
2739,90,0.0,6
2740,90,0.04314415890237455,5
2742,90,0.9779185113752058,1
2743,90,0.010651108587384954,23
2744,90,0.05874864855567381,3
2745,90,0.02734210634378749,3
2746,90,0.0,12
2747,90,0.03410602637008753,4
2748,90,0.0,3
2749,90,0.055324657370680624,4
2750,90,0.022096105704917594,7
2751,90,0.16153046739905252,2
2752,90,0.012401546403278438,6
2753,90,0.010790291194249898,6
2754,90,0.8925793038837647,1
2755,90,0.08027755584360752,2
2756,90,0.022598121719920535,5
2757,90,0.40448299607196814,1
2758,90,0.0,5
2759,90,0.005623706367142452,7
2760,90,0.544433371735648,1
2761,90,0.21431621592812822,3
2762,90,0.0,4
2763,90,0.1898946045317053,2
2764,90,0.43379517487663355,2
2765,90,0.0044527102505792174,9
2766,90,0.04098728062286098,3
2767,90,0.016955612130795505,5
2768,90,0.0611966629113526,5
2769,90,0.3491497503010785,2
2770,90,0.015536729549389266,4
2771,90,0.005149565286408146,3
2772,90,0.9013084654484991,1
2773,90,0.014154254136098368,7
2774,120,0.01028598621114497,10
2775,120,0.2250207062104019,3
2777,120,0.17458037879367125,3
2778,120,0.009972222619865476,4
2779,120,0.7502316205504342,1
2780,120,0.46235824081667815,1
2781,120,0.4029685598334606,1
2782,120,0.0,6
2783,120,0.0005678172621667,4
2784,120,0.052154822020252185,3
2785,120,0.01,6
2786,120,0.0,3
2787,120,0.9582280808370972,1
2788,120,0.10137260433368263,2
2790,120,0.9908882030371046,1
2791,120,0.043049202591909655,5
2792,120,0.034416421634613524,5
2793,120,0.3433497474142524,2
2794,120,0.06225552498836088,6
2795,120,0.00769990317475591,11
2796,120,0.19178761626672092,3
2797,120,0.17504332890490112,3
2798,120,0.087944944746366,3
2799,120,0.0,8
2800,120,0.0,5
2801,120,0.04770426754834336,3
2802,120,1.0,1
2803,120,0.0,4
2804,120,0.025287022417497522,6
2805,120,0.13436108476749767,2
2806,120,0.22000000000000006,3
2807,120,0.0,4
2808,120,1.0,1
2809,120,0.9977583599874722,1
2810,120,0.5130530511331947,1
2811,120,0.009722533237519466,5
2812,120,0.045529819155188445,8
2813,120,0.4051324379101031,1
2814,120,0.09983427258438884,5
2815,120,0.03254112602866627,3
2816,120,0.060635218038159217,2
2817,120,0.008827860249437276,7
2818,120,2.5060956449329795e-05,4
2819,120,0.057888450917187875,2
2820,120,0.0,5
2821,120,0.0,7
2822,120,0.18065248842034634,2
2823,120,0.015131854563239155,3
2824,120,0.12188716530916453,3
2825,120,0.43330675473438596,1
2826,120,0.12167609678557298,3
2827,120,0.24178844143566897,3
2828,120,0.254782049246027,2
2829,120,1.0,1
2830,120,0.11259923971669258,2
2831,120,0.0,6
2832,120,0.004679110413563928,5
2833,120,0.2726715962001423,2
2834,120,0.44287189716896225,1
2835,120,0.0,3
2836,120,0.0,6
2837,120,0.020002557990811944,12
2838,120,0.0,3
2839,120,0.48085730354844747,1
2840,120,0.9999999999999998,1
2841,120,0.04945018038462626,3
2842,120,0.787596981414849,1
2843,120,0.0002551862180832896,5
2844,120,0.001485512127029668,4
2845,120,0.0016728540918270424,20
2846,120,0.046813821190781424,5
2847,120,0.0,10
2848,120,0.40108552203580594,1
2849,120,0.4509300824055001,1
2850,120,0.011586066518459481,8
2851,120,0.9878177860401957,1
2852,120,0.0,4
2853,120,0.0869475119734462,3
2854,120,0.025754849541308834,3
2855,120,0.5848995282240048,1
2856,120,0.003157700298958732,5
2857,120,0.5129503317702531,1
2858,120,0.8572675456900856,1
2859,120,0.9035837631210633,1
2860,120,0.037625207647775105,3
2861,120,0.3027155398566205,2
2862,120,0.26536046131927454,2
2863,120,0.0927128519436214,5
2864,120,0.08667034633723605,2
2865,120,0.03454338736644663,5
2866,120,0.6081828909548921,1
2867,120,0.8281945184273101,1
2868,120,0.0,2
2869,120,0.9191706412303933,1
2870,120,0.069906869453315,3
2871,120,0.2874347537375155,2
2872,120,0.9020031525862183,1
2873,120,0.13427628011013945,4
2874,120,0.04215462045511954,7
2875,120,0.0,4
2876,120,0.0832050158627403,3
2877,120,0.06664986434200898,3
2878,120,0.03303849781055466,3
2879,120,0.03869124926426773,5
2880,120,0.2592684985775258,2
2881,120,0.009512760103609096,7
2882,120,0.3741628621035563,1
2883,120,0.017000234494447743,5
2884,120,0.051902324808444616,3
2885,120,0.5576296351351875,1
2886,120,0.005100111202548302,9
2888,120,0.00017651569030644504,9
2889,120,0.11403996575772385,4
2890,120,0.03903270571967619,6
2891,120,0.13924228254325807,3
2892,120,0.193195502385939,4
2893,120,0.03421856627678943,12
2894,120,0.008970961551278231,6
2895,120,0.0,3
2896,120,0.016340883120923366,6
2897,120,0.050104931622215944,8
2898,120,0.14439073021907692,3
2899,120,0.01078007804746049,9
2900,120,0.021825426161678946,14
2901,120,0.09560077329443395,5
2903,120,0.011560862254145753,5
2904,120,0.06517602463173672,4
2905,120,0.6669048482849871,1
2906,120,0.36000000000000015,1
2907,120,0.03998922614183528,10
2908,120,0.09442173567224629,6
2909,120,0.0,9
2910,120,0.9693321344151499,1
2911,120,0.08996176908451207,2
2912,120,0.1543594542279723,2
2913,120,0.0,3
2914,120,0.0,4
2915,120,0.0,5
2916,120,0.04000290654361109,4
2917,120,0.02419054110344446,5
2918,120,0.03439657487618962,5
2919,120,0.0005476021202935286,11
2920,120,0.9058913620006535,1
2921,120,0.20205292028934382,4
2922,120,0.04439705931818102,7
2923,120,0.0,9
2924,120,0.03115705126751401,10
2925,120,0.010008890503067216,3
2926,120,0.01823117190613413,6
2927,120,0.05195424672884749,4
2928,120,0.020608856453570662,7
2929,150,0.12202868841924024,4
2930,150,0.18714862482114783,2
2931,150,0.4289552780532063,1
2933,150,0.0,5
2934,150,0.38959605779630824,2
2935,150,0.11065930340745023,5
2936,150,1.0,1
2937,150,0.0473941410102802,7
2938,150,0.0,11
2939,150,0.08561703097984309,5
2940,150,0.042474109290294486,2
2941,150,0.07234703113188325,2
2942,150,1.0,1
2943,150,0.18552139514057436,2
2944,150,0.5332121143072976,1
2947,150,0.07163753157490248,7
2948,150,0.005934989236829352,12
2949,150,0.2381625446600742,1
2950,150,0.0,11
2951,150,0.03566520203727896,2
2953,150,0.011833221434139939,11
2954,150,0.07116951883712727,7
2955,150,0.11413204746735811,5
2956,150,0.00998737192246448,7
2957,150,0.9999999999999999,1
2958,150,0.016390718239569262,4
2959,150,0.0,5
2960,150,0.18000000000000002,3
2961,150,0.07,4
2962,150,0.0,7
2963,150,0.0194655103827115,8
2964,150,0.16906479861814233,2
2965,150,0.0,4
2966,150,0.008163793042599173,8
2967,150,0.0,2
2968,150,0.0,2
2969,150,0.9999657589436484,1
2970,150,0.7400000000000004,1
2971,150,0.8800000000000006,1
2972,150,0.17121086845987174,4
2973,150,0.16555056041174254,4
2974,150,0.9574240513460358,1
2975,150,0.0,6
2976,150,1.0000000000000002,1
2977,150,0.23106471703752685,4
2978,150,0.1938481277624173,3
2979,150,0.4913138950107191,1
2980,150,0.001938210398140096,10
2981,150,0.07,4
2982,150,0.029906197623317313,6
2983,150,0.0343098635053918,9
2984,150,0.04272783988892539,5
2985,150,0.0,8
2986,150,0.0,6
2987,150,0.49406751247837666,2
2988,150,0.0,6
2989,150,0.9645728203528103,1
2990,150,0.14204359897550808,3
2991,150,0.1543115604960867,3
2992,150,0.008619189549796943,6
2993,150,0.06338288065474705,6
2994,150,1.0,1
2995,150,0.45022023044777215,2
2996,150,0.0718875573484955,2
2997,150,0.842125062739474,1
2998,150,0.46774325187222093,2
2999,150,0.0,6
3000,150,0.0,2
3001,150,0.07,4
3002,150,0.9999999999999999,1
3003,150,0.06571773433685883,3
3004,150,0.042391469373925864,3
3005,150,0.0,4
3006,150,0.0,7
3007,150,0.0,7
3008,150,0.0,4
3009,150,0.28956335587198273,2
3010,150,0.3565085631268681,1
3011,150,0.9898559115963901,1
3012,150,0.5087456868095824,1
3013,150,0.0,4
3014,150,0.10682296099210487,3
3015,150,0.7501357449268826,1
3016,150,0.5749130215995688,1
3017,150,0.0,5
3018,150,0.0022603416724747355,2
3019,150,0.07866506928950479,4
3020,150,0.0,10
3021,150,0.001226008494551931,4
3022,150,0.0,8
3023,150,0.0,6
3024,150,0.0,7
3025,150,0.0,11
3026,150,0.0,15
3027,150,0.1959400119560558,2
3028,150,0.0,5
3029,150,0.0,10
3030,150,0.0,8
3031,150,0.5783712001941897,1
3032,150,0.0,4
3033,150,0.025481314119260856,6
3034,150,0.0,8
3035,150,0.0,4
3036,150,0.07,2
3037,150,0.0008928970297724325,3
3038,150,0.03496025811168573,3
3039,150,0.8361138262905005,1
3040,150,0.0,4
3041,150,1.0,1
3042,150,1.0,1
3043,150,0.9999999999999999,1
3044,150,0.29546911320414,1
3045,150,0.3662678851097223,1
3046,150,0.20248247606933203,1
3047,150,0.12309972848736249,3
3048,150,0.5793827673201426,1
3049,150,1.0,1
3050,150,0.4300000000000002,2
3051,150,0.0,3
3052,150,0.18067307612282918,2
3053,150,0.0,6
3054,150,0.052833428583650484,4
3055,150,0.06889875407204152,6
3056,150,0.021678445444649468,10
3057,150,0.14054978842583538,5
3058,150,0.1663136137611773,3
3059,150,0.16705450090289542,2
3060,150,0.0,8
3061,150,0.0,7
3062,150,0.43479903164823663,1
3063,150,0.8545820550659414,1
3064,150,0.4689148806814621,1
3065,150,0.02332865540512745,8
3067,150,0.01036313274659638,5
3068,150,0.0,5
3069,150,0.030256888296576488,2
3070,150,0.2649535965387396,2
3071,150,0.0,6
3072,150,0.060866638113562625,2
3073,150,0.052238483380336834,8
3074,150,0.03618735398135673,4
3075,150,0.010628956819815955,9
3076,150,0.03441729522891373,10
3077,150,0.3974854291253383,1
3078,150,0.27151145237672913,1
3079,150,0.005165865822888895,2
3080,150,0.08021538354227167,3
3081,150,0.06308703499700999,5
3082,150,0.04716362998555453,4
3083,150,0.07487093450314988,4
3084,150,0.023244953643726998,4
3085,180,0.84967763931078,1
3086,180,0.12366872176857459,4
3088,180,0.3996534350103114,2
3089,180,0.039736109631630205,6
3090,180,0.5260872599335702,1
3091,180,0.0,9
3092,180,0.021312520325500836,5
3093,180,0.0,3
3094,180,0.5300000000000002,1
3095,180,0.0,6
3096,180,0.12999999999999998,2
3097,180,1.0,1
3098,180,0.36051570589638565,1
3100,180,0.3975608888908755,2
3101,180,0.01169339708391876,5
3102,180,0.35373639767414344,1
3103,180,0.9152844099600452,1
3104,180,0.36632382875777353,2
3105,180,0.07648848013248878,5
3106,180,0.07668775335380631,5
3107,180,0.10927367206603864,5
3108,180,0.10856727874056007,4
3109,180,0.0,4
3110,180,0.037332324084223587,5
3111,180,0.013370425498816596,14
3112,180,0.0,6
3113,180,0.0,4
3115,180,0.0210193262791574,3
3116,180,0.15878730706302477,4
3117,180,0.5973893194545898,1
3118,180,0.0,7
3119,180,0.0,4
3120,180,0.9999999999999999,1
3121,180,1.0000000000000002,1
3122,180,0.19000000000000003,2
3123,180,0.23895028258394949,3
3124,180,0.8045041843842428,1
3125,180,0.019721723273670833,5
3126,180,0.9997839966284058,1
3127,180,0.0,6
3129,180,0.0,6
3130,180,0.1697298238702384,4
3131,180,0.3985843271734797,2
3132,180,0.23443939756399576,2
3133,180,0.7783495877923725,1
3134,180,0.33345145986018243,1
3135,180,0.0,9
3136,180,0.14996855594465855,2
3137,180,0.28274355076092533,2
3138,180,0.0,3
3139,180,0.0,8
3140,180,0.937002353439461,1
3141,180,0.3615556955436908,2
3142,180,0.44117915041948297,1
3143,180,0.7200000000000004,1
3144,180,0.01439398985339409,11
3145,180,0.07378554532627556,4
3146,180,0.025761484217458386,9
3147,180,0.12365349327849205,4
3148,180,0.9081253977469231,1
3149,180,0.018128303644414784,8
3150,180,0.8304111878292899,1
3151,180,0.06715255736813784,5
3152,180,0.10085781902563343,3
3153,180,1.0,1
3154,180,0.04,4
3155,180,0.0,4
3156,180,0.0,10
3157,180,0.0,12
3158,180,0.0,4
3159,180,0.0,5
3160,180,0.13218056768181857,3
3161,180,1.0,1
3162,180,0.24093911867657097,1
3163,180,0.05031541545115391,2
3164,180,0.17125018051941163,3
3165,180,0.02,5
3166,180,0.2487414640522997,3
3167,180,0.0,5
3168,180,0.0,3
3169,180,0.0,5
3170,180,0.0,10
3171,180,0.03669649020128265,6
3172,180,0.0,4
3173,180,0.0,9
3174,180,0.0,7
3175,180,0.0,11
3176,180,0.8400000000000005,1
3177,180,0.0,8
3178,180,0.0,8
3179,180,0.5259689752934287,1
3180,180,0.5892619696178991,1
3181,180,0.0,3
3182,180,0.2510787430160332,2
3183,180,0.0,5
3184,180,0.0,3
3185,180,0.04752512289922324,4
3186,180,0.08,2
3187,180,0.6560718843258236,1
3188,180,0.043910594246214706,3
3189,180,0.007234446058202994,7
3190,180,0.0,5
3191,180,0.0,5
3192,180,0.03,4
3193,180,0.08,3
3194,180,0.0,5
3195,180,0.7400000000000004,1
3196,180,1.0000000000000002,1
3197,180,0.34583122980713576,2
3198,180,0.12999999999999998,2
3199,180,0.3019140141494614,2
3200,180,0.2987612863321879,1
3201,180,0.4601053637545237,1
3202,180,0.4115912438072999,1
3203,180,0.010999906925577304,4
3204,180,0.0,3
3205,180,0.0,5
3206,180,0.0,8
3207,180,0.9975337775659537,1
3208,180,0.3000000000000001,2
3209,180,0.0,6
3210,180,1.0,1
3211,180,0.26852969215185246,1
3213,180,0.0,6
3214,180,0.8540628203085271,1
3215,180,0.19284951001591757,3
3216,180,0.012034895770024215,6
3217,180,0.06422304795256947,5
3218,180,0.33373439056313825,2
3219,180,0.08829917722317618,4
3220,180,0.6309893097469161,1
3221,180,0.6777633457576584,1
3222,180,0.06079574403132554,5
3223,180,0.04861366609168903,5
3225,180,0.027903839402300158,11
3226,180,0.9700000000000006,1
3227,180,0.35682047067413336,2
3228,180,0.0,5
3229,180,0.9999999999999999,1
3230,180,0.0,3
3231,180,0.49996377303614303,2
3232,180,0.14257988073352015,3
3233,180,0.06535642276740222,6
3234,180,0.3963896723317952,1
3235,180,0.11602475099472608,2
3236,180,0.6966142770033983,1
3237,180,0.049025883249934246,5
3238,180,0.03066152347683996,5
3239,180,0.0,2
3240,180,0.03,5
3241,180,1.3245778510960653e-09,2
